ID ligne,ID commande,Année de la commande,Mois de la commande,Jour de la commande,Année de la livraison,Mois de la livraison,Jour de la livraison,Mode d'expédition,ID client,Nom du client,Segment,Ville,État/Province,Pays\Région,Région de vente,ID produit,Catégorie,Sous-catégorie,Remise,Produit,Montant des ventes,Quantité,Profit
102,CU-2017-165708,2017,12,5,2017,12,10,Tarif normal,BF-12040,Bibiana Ferro,Bureau à domicile,Camagüey,Camagüey,Cuba,LATAM - Caraïbes,OFF-BI-10001124,Fournitures de bureau,Classeurs,0,"Ibico Binder Covers, Clear",394,5,51
103,MX-2017-103051,2017,11,5,2017,11,11,Tarif normal,UR-21400,Unai Reynoso,Grand public,Ocotlán,Jalisco,Mexique,LATAM - Nord,TEC-AC-10000170,Produits technologiques,Accessoires,0.2,"Memorex Keyboard, Programmable",2445.6,5,-275.4
104,MX-2017-103051,2017,11,5,2017,11,11,Tarif normal,UR-21400,Unai Reynoso,Grand public,Ocotlán,Jalisco,Mexique,LATAM - Nord,FUR-FU-10004604,Mobilier,Meubles,0,"Deflect-O Clock, Erganomic",164.8,2,22.8
105,MX-2017-151988,2017,12,1,2017,12,3,J+2,NC-19150,Nadia Calderón,Grand public,Cholula,Puebla,Mexique,LATAM - Nord,OFF-FA-10002531,Fournitures de bureau,Éléments de fixation,0,"Advantus Paper Clips, Bulk Pack",56.8,1,22.6
106,MX-2016-141915,2016,10,11,2016,10,17,Tarif normal,KA-17350,Kristina Arroyo,Grand public,Ciudad de México,Distrito Federal,Mexique,LATAM - Nord,OFF-SU-10002451,Fournitures de bureau,Fournitures,0.2,"Elite Letter Opener, High Speed",2665.44,9,66.24
107,DO-2015-150623,2015,9,28,2015,10,3,Tarif normal,FM-14785,Flora Montes,Bureau à domicile,Santo Domingo,Santo Domingo,République dominicaine,LATAM - Caraïbes,OFF-BI-10002459,Fournitures de bureau,Classeurs,0.2,"Cardinal Binding Machine, Recycled",772.8,3,-10.2
108,AR-2018-112368,2018,6,8,2018,6,12,J+2,TJ-21265,Tito Jáquez,Entreprise,Buenos Aires,Cité autonome de Buenos Aires,Argentine,LATAM - Sud,FUR-FU-10002655,Mobilier,Meubles,0.4,"Deflect-O Door Stop, Black",160.8,4,-53.6
109,AR-2018-112368,2018,6,8,2018,6,12,J+2,TJ-21265,Tito Jáquez,Entreprise,Buenos Aires,Cité autonome de Buenos Aires,Argentine,LATAM - Sud,OFF-BI-10003277,Fournitures de bureau,Classeurs,0.4,"Ibico Binder Covers, Durable",111.72,1,-1.88
110,MX-2017-135895,2017,9,5,2017,9,5,Le même jour,NJ-19420,Nilo Jaime,Entreprise,Jiutepec,Morelos,Mexique,LATAM - Nord,TEC-AC-10003763,Produits technologiques,Accessoires,0,"Logitech Mouse, Programmable",481.6,2,134.8
111,MX-2018-162152,2018,8,15,2018,8,22,Tarif normal,SB-20680,Samanta Botello,Bureau à domicile,Tijuana,Basse-Californie,Mexique,LATAM - Nord,TEC-PH-10003847,Produits technologiques,Téléphones,0,"Apple Headset, with Caller ID",4650,5,279
112,GT-2016-121006,2016,11,9,2016,11,13,Tarif normal,ES-14200,Emanuel Saucedo,Bureau à domicile,Huehuetenango,Huehuetenango,Guatemala,LATAM - Centre,OFF-LA-10002943,Fournitures de bureau,Étiquettes,0,"Novimex Removable Labels, Laser Printer Compatible",461,5,101
113,AR-2017-130631,2017,9,17,2017,9,22,J+2,RZ-20275,Rafel Zarate,Grand public,Resistencia,Chaco,Argentine,LATAM - Sud,OFF-BI-10002570,Fournitures de bureau,Classeurs,0.4,"Cardinal 3-Hole Punch, Clear",669.48,7,-167.72
114,AR-2017-130631,2017,9,17,2017,9,22,J+2,RZ-20275,Rafel Zarate,Grand public,Resistencia,Chaco,Argentine,LATAM - Sud,OFF-BI-10003999,Fournitures de bureau,Classeurs,0.4,"Avery Hole Reinforcements, Clear",652.32,9,85.32
115,AR-2017-130631,2017,9,17,2017,9,22,J+2,RZ-20275,Rafel Zarate,Grand public,Resistencia,Chaco,Argentine,LATAM - Sud,FUR-BO-10004824,Mobilier,Bibliothèques,0.4,"Safco Stackable Bookrack, Traditional",4092.6,5,204.6
116,DO-2018-145051,2018,2,25,2018,3,2,Tarif normal,TC-21085,Tina Cardona,Grand public,Santa Cruz de Barahona,Barahona,République dominicaine,LATAM - Caraïbes,OFF-BI-10001058,Fournitures de bureau,Classeurs,0.2,"Ibico Binding Machine, Clear",277.6,5,13.6
118,CO-2017-117471,2017,8,15,2017,8,19,J+2,AS-10330,Armando Sánchez,Grand public,Soledad,Atlántico,Colombie,LATAM - Sud,OFF-AR-10001578,Fournitures de bureau,Art,0,"Sanford Pencil Sharpener, Fluorescent",10521.6,3,0
119,CO-2017-117471,2017,8,15,2017,8,19,J+2,AS-10330,Armando Sánchez,Grand public,Soledad,Atlántico,Colombie,LATAM - Sud,OFF-FA-10002017,Fournitures de bureau,Éléments de fixation,0,"Stockwell Paper Clips, Assorted Sizes",1846.6,7,331.8
120,CO-2017-117471,2017,8,15,2017,8,19,J+2,AS-10330,Armando Sánchez,Grand public,Soledad,Atlántico,Colombie,LATAM - Sud,OFF-BI-10000341,Fournitures de bureau,Classeurs,0,"Ibico Binding Machine, Recycled",336,3,97.2
121,HN-2016-146360,2016,3,15,2016,3,19,Tarif normal,MA-18685,María Acosta,Bureau à domicile,Tegucigalpa,Francisco Morazán,Honduras,LATAM - Centre,OFF-EN-10001993,Fournitures de bureau,Enveloppes,0.4,"GlobeWeis Manila Envelope, Set of 50",1019.4,5,-527.6
122,VE-2016-112032,2016,3,20,2016,3,24,Tarif normal,NA-19195,Natasha Arévalo,Bureau à domicile,San Cristóbal,Táchira,Venezuela,LATAM - Sud,FUR-FU-10002557,Mobilier,Meubles,0.4,"Rubbermaid Stacking Tray, Erganomic",731.04,4,-12.96
123,HT-2015-138842,2015,12,30,2016,1,3,Tarif normal,NC-19150,Nadia Calderón,Grand public,Carrefour,Ouest,Haïti,LATAM - Caraïbes,OFF-ST-10000288,Fournitures de bureau,Stockage,0.4,"Fellowes Lockers, Industrial",2731.2,4,-956
124,HT-2015-138842,2015,12,30,2016,1,3,Tarif normal,NC-19150,Nadia Calderón,Grand public,Carrefour,Ouest,Haïti,LATAM - Caraïbes,TEC-PH-10001066,Produits technologiques,Téléphones,0.7,"Apple Smart Phone, Cordless",1059.6,2,-1271.6
125,BR-2018-148488,2018,6,4,2018,6,6,Prioritaire,GC-15130,Gerardo Carrillo,Grand public,João Pessoa,Paraíba,Brésil,LATAM - Sud,OFF-SU-10001657,Fournitures de bureau,Fournitures,0,"Acme Box Cutter, High Speed",1451,5,638
126,BR-2018-148488,2018,6,4,2018,6,6,Prioritaire,GC-15130,Gerardo Carrillo,Grand public,João Pessoa,Paraíba,Brésil,LATAM - Sud,TEC-CO-10003362,Produits technologiques,Photocopieurs,0.002,"Sharp Fax and Copier, High-Speed",1918.56,2,745.7552
127,BR-2018-148488,2018,6,4,2018,6,6,Prioritaire,GC-15130,Gerardo Carrillo,Grand public,João Pessoa,Paraíba,Brésil,LATAM - Sud,OFF-EN-10003858,Fournitures de bureau,Enveloppes,0,"Jiffy Manila Envelope, Recycled",1992,8,636.8
128,BR-2018-148488,2018,6,4,2018,6,6,Prioritaire,GC-15130,Gerardo Carrillo,Grand public,João Pessoa,Paraíba,Brésil,LATAM - Sud,OFF-ST-10003446,Fournitures de bureau,Stockage,0,"Smead Trays, Single Width",1912,2,382.4
129,BR-2018-148488,2018,6,4,2018,6,6,Prioritaire,GC-15130,Gerardo Carrillo,Grand public,João Pessoa,Paraíba,Brésil,LATAM - Sud,FUR-FU-10004049,Mobilier,Meubles,0,"Eldon Light Bulb, Erganomic",1078.2,3,517.2
130,CU-2015-158771,2015,1,4,2015,1,11,Tarif normal,AH-11305,Ariadna Hernández,Bureau à domicile,Manzanillo,Granma,Cuba,LATAM - Caraïbes,OFF-EN-10003069,Fournitures de bureau,Enveloppes,0,"Ames Mailers, Set of 50",1857.6,6,36
131,MX-2018-135265,2018,12,25,2018,12,31,Tarif normal,CC-12880,Clotilde Carrillo,Entreprise,Ciudad de México,Distrito Federal,Mexique,LATAM - Nord,OFF-BI-10003951,Fournitures de bureau,Classeurs,0,"Ibico 3-Hole Punch, Economy",474,3,222.6
132,MX-2017-130239,2017,11,15,2017,11,20,Tarif normal,JV-17080,Justina Vaca,Grand public,Irapuato,Guanajuato,Mexique,LATAM - Nord,OFF-ST-10000085,Fournitures de bureau,Stockage,0.2,"Rogers File Cart, Single Width",9664,5,-967
133,DO-2018-118752,2018,9,29,2018,10,4,Tarif normal,VM-21460,Valentina Macías,Bureau à domicile,Santo Domingo,Santo Domingo,République dominicaine,LATAM - Caraïbes,OFF-BI-10001544,Fournitures de bureau,Classeurs,0.2,"Wilson Jones Hole Reinforcements, Clear",141.44,2,-12.56
134,DO-2018-118752,2018,9,29,2018,10,4,Tarif normal,VM-21460,Valentina Macías,Bureau à domicile,Santo Domingo,Santo Domingo,République dominicaine,LATAM - Caraïbes,OFF-AP-10000486,Fournitures de bureau,Électroménager,0.2,"Cuisinart Stove, Silver",55.52,1,-7.68
135,AR-2018-128762,2018,10,29,2018,11,3,Tarif normal,EC-14395,Ernestina Cepeda,Entreprise,Mendoza,Mendoza,Argentine,LATAM - Sud,OFF-AR-10004739,Fournitures de bureau,Art,0.4,"BIC Canvas, Easy-Erase",133.2,5,4.2
136,AR-2018-128762,2018,10,29,2018,11,3,Tarif normal,EC-14395,Ernestina Cepeda,Entreprise,Mendoza,Mendoza,Argentine,LATAM - Sud,OFF-AR-10002165,Fournitures de bureau,Art,0.4,"Boston Sketch Pad, Fluorescent",3732.84,3,497.64
137,AR-2018-128762,2018,10,29,2018,11,3,Tarif normal,EC-14395,Ernestina Cepeda,Entreprise,Mendoza,Mendoza,Argentine,LATAM - Sud,OFF-AR-10001068,Fournitures de bureau,Art,0.7,"BIC Sketch Pad, Easy-Erase",55.98,1,-130.62
138,PA-2016-105949,2016,3,11,2016,3,13,Prioritaire,AR-11140,Antonio Rocha,Grand public,San Miguelito,Panamá,Panama,LATAM - Centre,FUR-CH-10003848,Mobilier,Chaises,0.4,"Office Star Rocking Chair, Adjustable",818.16,7,-14.84
139,MX-2015-165337,2015,5,24,2015,5,29,Tarif normal,PC-20020,Penélope Carrero,Grand public,León,Guanajuato,Mexique,LATAM - Nord,TEC-PH-10001664,Produits technologiques,Téléphones,0,"Motorola Office Telephone, VoIP",4646.4,4,1718.4
140,BR-2017-158071,2017,10,16,2017,10,20,Tarif normal,LF-17500,Leticia Flórez,Grand public,Caxias do Sul,Río Grande del Sur,Brésil,LATAM - Sud,TEC-PH-10001732,Produits technologiques,Téléphones,0,"Samsung Audio Dock, Cordless",3478.8,3,1217.4
141,BR-2017-158071,2017,10,16,2017,10,20,Tarif normal,LF-17500,Leticia Flórez,Grand public,Caxias do Sul,Río Grande del Sur,Brésil,LATAM - Sud,OFF-AR-10000703,Fournitures de bureau,Art,0,"BIC Pens, Water Color",290.4,3,19.8
142,MX-2016-163272,2016,5,7,2016,5,11,Tarif normal,JR-16615,Judit Rodríguez,Entreprise,Tlaquepaque,Jalisco,Mexique,LATAM - Nord,TEC-PH-10000026,Produits technologiques,Téléphones,0.002,"Nokia Office Telephone, Cordless",3490.21,2,657.4056
143,MX-2016-163272,2016,5,7,2016,5,11,Tarif normal,JR-16615,Judit Rodríguez,Entreprise,Tlaquepaque,Jalisco,Mexique,LATAM - Nord,OFF-AR-10003066,Fournitures de bureau,Art,0,"Sanford Markers, Water Color",234.6,3,93.6
144,MX-2016-163272,2016,5,7,2016,5,11,Tarif normal,JR-16615,Judit Rodríguez,Entreprise,Tlaquepaque,Jalisco,Mexique,LATAM - Nord,OFF-EN-10002065,Fournitures de bureau,Enveloppes,0,"Ames Clasp Envelope, Set of 50",706.4,4,70.4
145,DO-2015-105298,2015,6,9,2015,6,13,Tarif normal,EP-13810,Eleonor Pina,Entreprise,Santo Domingo,Santo Domingo,République dominicaine,LATAM - Caraïbes,TEC-AC-10004586,Produits technologiques,Accessoires,0.2,"Belkin Flash Drive, Bluetooth",1795.2,3,403.8
146,DO-2015-105298,2015,6,9,2015,6,13,Tarif normal,EP-13810,Eleonor Pina,Entreprise,Santo Domingo,Santo Domingo,République dominicaine,LATAM - Caraïbes,OFF-BI-10000734,Fournitures de bureau,Classeurs,0.2,"Avery Binding Machine, Recycled",178.56,2,-27.04
147,HN-2016-116750,2016,7,22,2016,7,26,J+2,BT-11710,Baltasar Téllez,Grand public,Choloma,Cortés,Honduras,LATAM - Centre,FUR-CH-10001039,Mobilier,Chaises,0.4,"Harbour Creations Rocking Chair, Adjustable",2182.08,4,-1273.12
148,HN-2016-116750,2016,7,22,2016,7,26,J+2,BT-11710,Baltasar Téllez,Grand public,Choloma,Cortés,Honduras,LATAM - Centre,OFF-AR-10003117,Fournitures de bureau,Art,0.4,"BIC Pencil Sharpener, Blue",67.68,2,-20.32
149,HN-2016-116750,2016,7,22,2016,7,26,J+2,BT-11710,Baltasar Téllez,Grand public,Choloma,Cortés,Honduras,LATAM - Centre,TEC-MA-10002918,Produits technologiques,Machines,0.402,"StarTech Card Printer, White",4227.62,4,-1781.9792
150,HN-2016-116750,2016,7,22,2016,7,26,J+2,BT-11710,Baltasar Téllez,Grand public,Choloma,Cortés,Honduras,LATAM - Centre,TEC-AC-10003265,Produits technologiques,Accessoires,0.4,"Belkin Router, Bluetooth",573.84,3,57.24
151,CU-2017-106782,2017,10,20,2017,10,24,Tarif normal,AR-11335,Adriana Rocha,Bureau à domicile,Holguín,Holguín,Cuba,LATAM - Caraïbes,OFF-SU-10002357,Fournitures de bureau,Fournitures,0,"Kleencut Trimmer, High Speed",1957.8,3,97.8
152,CU-2017-106782,2017,10,20,2017,10,24,Tarif normal,AR-11335,Adriana Rocha,Bureau à domicile,Holguín,Holguín,Cuba,LATAM - Caraïbes,OFF-AP-10001169,Fournitures de bureau,Électroménager,0,"Cuisinart Microwave, White",193,5,71
153,CU-2017-106782,2017,10,20,2017,10,24,Tarif normal,AR-11335,Adriana Rocha,Bureau à domicile,Holguín,Holguín,Cuba,LATAM - Caraïbes,OFF-SU-10000076,Fournitures de bureau,Fournitures,0,"Acme Trimmer, Easy Grip",1931,5,791
154,DO-2016-137526,2016,7,7,2016,7,14,Tarif normal,JA-16990,Julieta Almanza,Entreprise,Santiago de los Caballeros,Santiago,République dominicaine,LATAM - Caraïbes,OFF-AR-10000659,Fournitures de bureau,Art,0.2,"BIC Pencil Sharpener, Fluorescent",807.36,3,-111.24
155,BR-2015-140032,2015,7,15,2015,7,21,Tarif normal,FA-14800,Florencio Anguiano,Entreprise,Juazeiro,Bahía,Brésil,LATAM - Sud,OFF-FA-10003930,Fournitures de bureau,Éléments de fixation,0,"Stockwell Push Pins, Assorted Sizes",1030.8,3,267.6
156,NI-2016-144862,2016,11,9,2016,11,15,Tarif normal,KP-17230,Katia Pino,Grand public,Managua,Managua,Nicaragua,LATAM - Centre,OFF-ST-10002506,Fournitures de bureau,Stockage,0,"Smead Lockers, Blue",587,5,93
157,NI-2016-144862,2016,11,9,2016,11,15,Tarif normal,KP-17230,Katia Pino,Grand public,Managua,Managua,Nicaragua,LATAM - Centre,OFF-BI-10003899,Fournitures de bureau,Classeurs,0,"Avery 3-Hole Punch, Recycled",1050.6,3,367.2
158,MX-2016-137659,2016,11,4,2016,11,4,Le même jour,RA-20530,Romero Arévalo,Grand public,Hermosillo,Sonora,Mexique,LATAM - Nord,OFF-BI-10002718,Fournitures de bureau,Classeurs,0,"Avery Binder, Durable",370,2,36.8
159,MX-2016-137659,2016,11,4,2016,11,4,Le même jour,RA-20530,Romero Arévalo,Grand public,Hermosillo,Sonora,Mexique,LATAM - Nord,OFF-AR-10000066,Fournitures de bureau,Art,0,"Sanford Pens, Blue",136.2,3,64.8
160,CU-2018-133053,2018,12,18,2018,12,20,J+2,FV-14740,Felipe Vélez,Entreprise,Cienfuegos,Cienfuegos,Cuba,LATAM - Caraïbes,FUR-FU-10004097,Mobilier,Meubles,0,"Advantus Door Stop, Duo Pack",1684,5,33
161,CU-2018-133053,2018,12,18,2018,12,20,J+2,FV-14740,Felipe Vélez,Entreprise,Cienfuegos,Cienfuegos,Cuba,LATAM - Caraïbes,OFF-FA-10001330,Fournitures de bureau,Éléments de fixation,0,"OIC Rubber Bands, Bulk Pack",1526.4,6,350.4
162,CU-2016-133375,2016,7,12,2016,7,12,Le même jour,VC-21535,Victoria Chavarría,Bureau à domicile,Pinar del Río,Pinar del Río,Cuba,LATAM - Caraïbes,FUR-BO-10000967,Mobilier,Bibliothèques,0,"Ikea Library with Doors, Pine",2552.2,7,994
163,CU-2016-133375,2016,7,12,2016,7,12,Le même jour,VC-21535,Victoria Chavarría,Bureau à domicile,Pinar del Río,Pinar del Río,Cuba,LATAM - Caraïbes,FUR-FU-10001436,Mobilier,Meubles,0,"Advantus Clock, Duo Pack",2104.8,6,757.2
164,VE-2018-155194,2018,7,24,2018,7,29,Tarif normal,VO-21580,Vanesa Olmos,Grand public,Guacara,Carabobo,Venezuela,LATAM - Sud,OFF-AR-10001606,Fournitures de bureau,Art,0.4,"BIC Highlighters, Fluorescent",3629.52,3,-605.28
165,MX-2016-133305,2016,11,24,2016,11,26,Prioritaire,AR-10345,Amadeo Rocha,Entreprise,Mexicali,Basse-Californie,Mexique,LATAM - Nord,OFF-PA-10004746,Fournitures de bureau,Papier,0.2,"SanDisk Memo Slips, 8.5 x 11",8369.28,4,2301.28
166,SV-2016-107146,2016,8,1,2016,8,6,J+2,QM-20155,Quinto Muñoz,Bureau à domicile,Ilopango,San Salvador,Le Salvador,LATAM - Centre,OFF-SU-10002357,Fournitures de bureau,Fournitures,0,"Kleencut Trimmer, High Speed",3263,5,163
167,SV-2016-107146,2016,8,1,2016,8,6,J+2,QM-20155,Quinto Muñoz,Bureau à domicile,Ilopango,San Salvador,Le Salvador,LATAM - Centre,OFF-SU-10002544,Fournitures de bureau,Fournitures,0,"Kleencut Box Cutter, Serrated",2776,5,27
168,DO-2017-127621,2017,11,21,2017,11,24,J+2,DM-13630,Delia Miramontes,Grand public,Santo Domingo,Santo Domingo,République dominicaine,LATAM - Caraïbes,OFF-SU-10004524,Fournitures de bureau,Fournitures,0.2,"Kleencut Box Cutter, High Speed",308.16,1,96.16
169,AR-2017-103513,2017,12,27,2017,12,29,J+2,YA-21880,Yanira Acuna,Entreprise,Salta,Salta,Argentine,LATAM - Sud,OFF-BI-10004628,Fournitures de bureau,Classeurs,0.4,"Cardinal Binder, Durable",105.12,1,-28.08
170,MX-2017-131436,2017,12,7,2017,12,13,Tarif normal,AE-11200,Anya Espinoza,Grand public,Tijuana,Basse-Californie,Mexique,LATAM - Nord,TEC-AC-10000827,Produits technologiques,Accessoires,0.2,"SanDisk Keyboard, Programmable",7314.24,3,1188.24
171,NI-2015-104626,2015,7,22,2015,7,27,Tarif normal,EA-14170,Estela Alonso,Grand public,Managua,Managua,Nicaragua,LATAM - Centre,OFF-PA-10000034,Fournitures de bureau,Papier,0,"Xerox Cards & Envelopes, Multicolor",6508.8,8,324.8
172,MX-2017-141446,2017,3,23,2017,3,29,Tarif normal,LF-17500,Leticia Flórez,Grand public,Morelia,Michoacán,Mexique,LATAM - Nord,OFF-AP-10001099,Fournitures de bureau,Électroménager,0,"Hoover Stove, Black",107.2,2,44.8
173,MX-2017-141446,2017,3,23,2017,3,29,Tarif normal,LF-17500,Leticia Flórez,Grand public,Morelia,Michoacán,Mexique,LATAM - Nord,TEC-MA-10003198,Produits technologiques,Machines,0.002,"Konica Phone, White",3425.14,4,610.736
174,MX-2017-141446,2017,3,23,2017,3,29,Tarif normal,LF-17500,Leticia Flórez,Grand public,Morelia,Michoacán,Mexique,LATAM - Nord,OFF-AR-10001626,Fournitures de bureau,Art,0,"BIC Pens, Blue",469.8,1,98.6
175,MX-2017-141446,2017,3,23,2017,3,29,Tarif normal,LF-17500,Leticia Flórez,Grand public,Morelia,Michoacán,Mexique,LATAM - Nord,TEC-CO-10001596,Produits technologiques,Photocopieurs,0,"Brother Wireless Fax, Color",562,2,151.6
176,SV-2017-119795,2017,11,19,2017,11,24,Tarif normal,HC-15685,Hilda Contreras,Entreprise,Delgado,San Salvador,Le Salvador,LATAM - Centre,OFF-AR-10001002,Fournitures de bureau,Art,0,"BIC Sketch Pad, Fluorescent",1659,5,199
177,SV-2017-119795,2017,11,19,2017,11,24,Tarif normal,HC-15685,Hilda Contreras,Entreprise,Delgado,San Salvador,Le Salvador,LATAM - Centre,OFF-EN-10004120,Fournitures de bureau,Enveloppes,0,"Jiffy Peel and Seal, Set of 50",128,2,49.6
178,SV-2017-119795,2017,11,19,2017,11,24,Tarif normal,HC-15685,Hilda Contreras,Entreprise,Delgado,San Salvador,Le Salvador,LATAM - Centre,OFF-BI-10004644,Fournitures de bureau,Classeurs,0,"Cardinal Index Tab, Durable",1190.4,6,10.8
179,CU-2017-120453,2017,6,25,2017,6,27,J+2,TA-21175,Teodora Atencio,Entreprise,Santiago de Cuba,Santiago de Cuba,Cuba,LATAM - Caraïbes,OFF-PA-10003796,Fournitures de bureau,Papier,0,"Eaton Parchment Paper, 8.5 x 11",4948,5,1138
180,CU-2017-120453,2017,6,25,2017,6,27,J+2,TA-21175,Teodora Atencio,Entreprise,Santiago de Cuba,Santiago de Cuba,Cuba,LATAM - Caraïbes,OFF-AR-10002255,Fournitures de bureau,Art,0,"Boston Sketch Pad, Water Color",11115.6,6,2000.4
181,CU-2017-120453,2017,6,25,2017,6,27,J+2,TA-21175,Teodora Atencio,Entreprise,Santiago de Cuba,Santiago de Cuba,Cuba,LATAM - Caraïbes,TEC-CO-10000967,Produits technologiques,Photocopieurs,0,"HP Fax Machine, Laser",3704,10,554
182,CU-2017-120453,2017,6,25,2017,6,27,J+2,TA-21175,Teodora Atencio,Entreprise,Santiago de Cuba,Santiago de Cuba,Cuba,LATAM - Caraïbes,OFF-PA-10002941,Fournitures de bureau,Papier,0,"Green Bar Computer Printout Paper, Premium",3942,3,906.6
183,CU-2017-120453,2017,6,25,2017,6,27,J+2,TA-21175,Teodora Atencio,Entreprise,Santiago de Cuba,Santiago de Cuba,Cuba,LATAM - Caraïbes,FUR-BO-10000022,Mobilier,Bibliothèques,0,"Dania Floating Shelf Set, Traditional",144,2,32.8
184,HT-2016-122539,2016,11,13,2016,11,13,Le même jour,WA-21775,Walter Alcaraz,Entreprise,Carrefour,Ouest,Haïti,LATAM - Caraïbes,OFF-BI-10004801,Fournitures de bureau,Classeurs,0.4,"Acco Binding Machine, Durable",613.8,5,-379.2
186,CO-2017-148453,2017,12,21,2017,12,23,Prioritaire,CB-12730,Claudio Bañuelos,Grand public,Soacha,Cundinamarca,Colombie,LATAM - Sud,OFF-EN-10003977,Fournitures de bureau,Enveloppes,0,"Cameo Clasp Envelope, Recycled",743.4,3,178.2
187,CO-2017-148453,2017,12,21,2017,12,23,Prioritaire,CB-12730,Claudio Bañuelos,Grand public,Soacha,Cundinamarca,Colombie,LATAM - Sud,OFF-SU-10003907,Fournitures de bureau,Fournitures,0,"Stiletto Letter Opener, Easy Grip",1215.8,1,158
188,CO-2017-148453,2017,12,21,2017,12,23,Prioritaire,CB-12730,Claudio Bañuelos,Grand public,Soacha,Cundinamarca,Colombie,LATAM - Sud,TEC-CO-10004567,Produits technologiques,Photocopieurs,0.002,"Brother Fax Machine, Color",1596.8,2,700.8
189,CO-2017-148453,2017,12,21,2017,12,23,Prioritaire,CB-12730,Claudio Bañuelos,Grand public,Soacha,Cundinamarca,Colombie,LATAM - Sud,OFF-ST-10000695,Fournitures de bureau,Stockage,0.2,"Rogers Lockers, Wire Frame",14803.68,3,3330.48
190,CO-2017-148453,2017,12,21,2017,12,23,Prioritaire,CB-12730,Claudio Bañuelos,Grand public,Soacha,Cundinamarca,Colombie,LATAM - Sud,OFF-ST-10001142,Fournitures de bureau,Stockage,0.2,"Smead Folders, Wire Frame",9829.12,2,-122.88
191,CO-2017-148453,2017,12,21,2017,12,23,Prioritaire,CB-12730,Claudio Bañuelos,Grand public,Soacha,Cundinamarca,Colombie,LATAM - Sud,TEC-PH-10003713,Produits technologiques,Téléphones,0,"Cisco Audio Dock, Cordless",3467.4,3,1005
192,CO-2017-148453,2017,12,21,2017,12,23,Prioritaire,CB-12730,Claudio Bañuelos,Grand public,Soacha,Cundinamarca,Colombie,LATAM - Sud,TEC-AC-10001904,Produits technologiques,Accessoires,0,"Logitech Mouse, Bluetooth",197.4,1,96.6
193,MX-2018-102351,2018,11,19,2018,11,24,Tarif normal,CB-12445,Ciro Becerra,Grand public,Zapopan,Jalisco,Mexique,LATAM - Nord,OFF-EN-10002406,Fournitures de bureau,Enveloppes,0,"Kraft Business Envelopes, Recycled",583,5,151
194,CO-2016-144841,2016,2,16,2016,2,22,Tarif normal,AP-11485,Aniceto Pérez,Bureau à domicile,Ibagué,Tolima,Colombie,LATAM - Sud,OFF-EN-10001202,Fournitures de bureau,Enveloppes,0,"Kraft Clasp Envelope, with clear poly window",1297.6,4,428
195,PA-2016-114867,2016,7,25,2016,7,27,Prioritaire,LA-18040,Loyola Alba,Entreprise,San Miguelito,Panamá,Panama,LATAM - Centre,OFF-AR-10002902,Fournitures de bureau,Art,0.4,"Sanford Canvas, Water Color",52.44,1,-24.56
196,MX-2018-134922,2018,7,2,2018,7,7,J+2,OP-19630,Olimpia Pedraza,Entreprise,Hermosillo,Sonora,Mexique,LATAM - Nord,OFF-ST-10004035,Fournitures de bureau,Stockage,0.2,"Rogers Box, Wire Frame",892.48,2,66.88
